seed,cw_alpha,ec1,ec2,ec3,ec4,ec5,ec6,bm,cw_stress_volume,cw_ec_volume,cw_ec_volume_red,cw_fullcov,cw_redcov,cw_cwfullcov,cw_cwredcov,cw_Mvol,cw_Mcov
2.0,0.9,0.35493454790785406,-0.12576945719567545,-0.12474580003255675,-0.0007649202355769717,0.0011363089259223342,-0.008554265726776034,0.0351479826142469,1.587132620660758e7,0.2609298323597507,1.1720650886013109,1.0,1.0,6.0,3.0,0.47845781293775647,1.0
2.0,0.95,0.35493454790785406,-0.12576945719567545,-0.12474580003255675,-0.0007649202355769717,0.0011363089259223342,-0.008554265726776034,0.0351479826142469,7.955868254805526e7,0.2984442841663154,1.3405754458987051,1.0,1.0,6.0,3.0,0.5472467375409844,1.0
252.0,0.4,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,25516.80723454966,0.1487206993357984,0.6613150591204119,1.0,1.0,6.0,3.0,0.27381569625427404,1.0
252.0,0.45,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,31947.01279850841,0.15153225257922953,0.6738171688314596,1.0,1.0,6.0,3.0,0.27899216067613525,1.0
252.0,0.5,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,57599.344944180506,0.1591612543894867,0.7077409857964968,1.0,1.0,6.0,3.0,0.2930382245511043,1.0
252.0,0.55,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,79095.87290639342,0.1634238270308955,0.7266953310285174,1.0,1.0,6.0,3.0,0.3008862194896327,1.0
252.0,0.6,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,105397.92784458562,0.16738064251258106,0.7442900685189002,1.0,1.0,6.0,3.0,0.3081712725515548,1.0
252.0,0.65,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,133821.03482016068,0.17074431656367398,0.7592472890934056,1.0,1.0,6.0,3.0,0.31436426892923325,1.0
252.0,0.7,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,332365.5851264835,0.18419191447555597,0.8190446074750517,1.0,1.0,6.0,3.0,0.33912318548647385,1.0
252.0,0.75,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,407924.9064588961,0.18736317754950446,0.8331462358065547,1.0,1.0,6.0,3.0,0.3449619262298726,1.0
252.0,0.8,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,531930.4296083429,0.1915536628308686,0.8517800307924924,1.0,1.0,6.0,3.0,0.3526771982134264,1.0
252.0,0.85,0.24121492054719207,-0.09840214834460431,-0.09766360390270962,-0.002019572231088168,-0.0010636578418215389,0.06488880122208857,0.015296237580591066,1.3810045825515336e6,0.20740480705312467,0.9222651779527987,1.0,1.0,6.0,3.0,0.3818613811215766,1.0
