Column1,Column2
1.0,30.04636306341916
0.0,11.967060480301239
-1.0,5.051786859151553
-2.0,2.3735905809315625
-3.0,1.4771962551739706
-4.0,0.7667451856334481
-5.0,0.4731664872192823
-6.0,0.3703230520127078
-7.0,0.3426533229858876
-8.0,0.3390898323522094
-9.0,0.3387222958094469
-10.0,0.3386854251376178
-11.0,0.33868173750512937
-12.0,0.3386813683128537
