seed,cw_alpha,ec1,ec2,ec3,ec4,ec5,ec6,bm,cw_energy_volume,cw_ec_volume,cw_ec_volume_red,cw_fullcov,cw_redcov,cw_cwfullcov,cw_cwredcov,cw_Mvol,cw_Mcov,mv_energy_volume,mv_ec_volume,mv_ec_volume_red,mv_fullcov,mv_redcov,mv_cwfullcov,mv_cwredcov,mv_cwfullcov_upper,mv_cwredcov_upper,mv_Mvol,mv_Mcov
2.0,0.4,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,7.150736254159077e-61,0.10534207423820313,0.11062416510199533,0.0,0.0,2.0,0.0,0.022511744999432932,0.0,1.624772549919419e-54,0.12611357099743084,0.2801657000603689,0.0,0.0,4.0,2.0,4.0,2.0,0.17726481193877255,1.0
2.0,0.45,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,6.26648302636853e-60,0.11531343565796402,0.12109551323111026,0.0,0.0,2.0,0.0,0.024642638540329567,0.0,2.5198960396264015e-54,0.1284408217126887,0.28533576875876054,0.0,0.0,4.0,2.0,4.0,2.0,0.1805359877298613,1.0
2.0,0.5,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,2.079329108324411e-59,0.12122272766770777,0.12730111056388735,0.0,0.0,2.0,0.0,0.025905462305786563,0.0,4.94682607361699e-54,0.1321019036550023,0.2934689900864443,0.0,0.0,4.0,2.0,4.0,2.0,0.18568199221505574,1.0
2.0,0.55,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,2.267480591020267e-58,0.13391161045664915,0.1406262427558891,0.0,0.0,2.0,0.0,0.028617093871218073,0.0,8.081789612741957e-54,0.13483157682819866,0.2995330543220066,0.0,0.0,4.0,2.0,4.0,2.0,0.18951881166179727,1.0
2.0,0.6,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,2.972325481670938e-57,0.1490674877946701,0.15654207020689997,0.0,0.0,2.0,0.0,0.031855925537895846,0.0,1.2482902732443792e-53,0.13729623103887717,0.30500836968164824,0.0,0.0,4.0,2.0,4.0,2.0,0.19298312134468557,1.0
2.0,0.65,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,1.3416357307884845e-55,0.17471171476097344,0.18347215695854824,0.0,0.0,2.0,0.0,0.037336131831039454,0.0,2.6795454434354396e-53,0.14173638318914492,0.314872322670337,0.0,0.0,4.0,2.0,4.0,2.0,0.19922418429827365,1.0
2.0,0.7,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,4.56656390643075e-55,0.18385981328387427,0.19307896191929286,0.0,0.0,2.0,0.0,0.039291092967570294,0.0,4.520462474595053e-53,0.1448587562987546,0.3218087835221297,0.0,0.0,4.0,2.0,5.0,3.0,0.20361298145705758,1.0
2.0,0.75,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,5.0573512926424713e-54,0.2032360352143315,0.2134267516261948,0.0,0.0,2.0,0.0,0.04343181803213033,0.0,6.522556616560257e-53,0.14708877918758698,0.3267628572103064,0.0,0.0,4.0,2.0,5.0,3.0,0.2067474941417877,1.0
2.0,0.8,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,6.752398989920152e-53,0.22641125113036897,0.23776402550569817,0.0,0.0,2.0,0.0,0.04838439329497278,0.0,1.0367852315064976e-52,0.14995668555174452,0.3331340113047229,0.0,0.0,4.0,2.0,5.0,3.0,0.21077861369759437,1.0
2.0,0.85,0.17934199142997764,-0.19237615777190986,-0.18861650162007837,-0.02825423182094043,0.018059192734683253,0.11552921422647955,-0.06596333727005965,2.255772651537089e-51,0.2620542590841138,0.27519425483354304,0.0,0.0,3.0,1.0,0.05600135272803919,0.0,1.6700628740535788e-52,0.15296520987545198,0.339817553104656,0.0,0.0,4.0,2.0,5.0,3.0,0.21500738538518788,1.0
