seed,cw_alpha,ec1,ec2,ec3,ec4,ec5,ec6,bm,cw_energy_volume,cw_ec_volume,cw_ec_volume_red,cw_fullcov,cw_redcov,cw_cwfullcov,cw_cwredcov,cw_Mvol,cw_Mcov,mv_energy_volume,mv_ec_volume,mv_ec_volume_red,mv_fullcov,mv_redcov,mv_cwfullcov,mv_cwredcov,mv_cwfullcov_upper,mv_cwredcov_upper,mv_Mvol,mv_Mcov
2.0,0.4,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,4.682470285890973e-31,0.17588528778278353,0.23577390766268455,0.0,0.0,3.0,1.0,0.2350570349121255,0.0,5.474668331649506e-35,0.10036765005158793,1.0972711105969144,0.0,0.0,4.0,2.0,6.0,3.0,1.850915648237532,1.0
2.0,0.45,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,4.103440474530751e-30,0.1925340559562201,0.25809155105119264,0.0,0.0,3.0,1.0,0.2573068212991506,0.0,8.49078540124023e-35,0.10221979557029716,1.117519724261343,0.0,0.0,4.0,2.0,6.0,3.0,1.88507172463894,1.0
2.0,0.5,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,1.3615936063442765e-29,0.20240055548399713,0.27131757568316145,0.0,0.0,3.0,1.0,0.2704926320806944,0.0,1.6668322005287538e-34,0.10513347241165637,1.1493735478986944,0.0,0.0,4.0,2.0,6.0,3.0,1.9388038789417172,1.0
2.0,0.55,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,1.4847996225719417e-28,0.22358665626200502,0.29971750515728146,0.0,0.0,3.0,1.0,0.29880621130613927,0.0,2.723157629548004e-34,0.1073058863686615,1.1731235019332271,0.0,0.0,4.0,2.0,6.0,3.0,1.9788661398933656,1.0
2.0,0.6,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,1.9463486350549882e-27,0.248891795414388,0.3336389980639175,0.0,0.0,3.0,1.0,0.3326245655993294,0.0,4.206111943469283e-34,0.10926738463850745,1.1945676164848933,0.0,0.0,4.0,2.0,6.0,3.0,2.015038829398226,1.0
2.0,0.65,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,8.785346320461481e-26,0.29170889648775505,0.39103524400418793,0.0,0.0,3.0,1.0,0.3898462977220749,0.0,9.028723794674692e-34,0.11280108552152314,1.2331998639314654,0.0,0.0,4.0,2.0,6.0,3.0,2.080205068292958,1.0
2.0,0.7,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,2.990293452376645e-25,0.30698309678238106,0.411510281656763,0.0,0.0,3.0,1.0,0.41025908083297785,0.0,1.5231690586662652e-33,0.11528603023538092,1.260366565996774,0.0,0.0,4.0,2.0,6.0,3.0,2.126030820450354,1.0
2.0,0.75,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,3.31167257628012e-24,0.33933477008126894,0.4548776407421087,0.0,0.0,3.0,1.0,0.4534945810612507,0.0,2.197774337820046e-33,0.11706079686155087,1.2797692335489876,0.0,0.0,4.0,2.0,6.0,3.0,2.158759925083765,1.0
2.0,0.8,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,4.421629676299609e-23,0.3780294659119512,0.5067478099690311,0.0,0.0,3.0,1.0,0.5052070385580911,0.0,3.493446066609156e-33,0.11934322388397141,1.304721907368296,0.0,0.0,4.0,2.0,6.0,3.0,2.200850976230092,1.0
2.0,0.85,-0.6896859506306123,0.7989357206367227,0.8024176706476134,-0.005171406787505675,-0.005969929749686043,-0.012337574589419753,0.30505013022153815,1.4771329884254071e-21,0.43754111647251054,0.5865230690654472,0.0,0.0,3.0,1.0,0.5847397402401524,0.0,5.627274001458318e-33,0.12173756189300071,1.3308980500294185,0.0,0.0,4.0,2.0,6.0,3.0,2.245005817813057,1.0
