seed,cw_alpha,ec1,ec2,ec3,ec4,ec5,ec6,bm,cw_energy_volume,cw_ec_volume,cw_ec_volume_red,cw_fullcov,cw_redcov,cw_cwfullcov,cw_cwredcov,cw_Mvol,cw_Mcov,mv_energy_volume,mv_ec_volume,mv_ec_volume_red,mv_fullcov,mv_redcov,mv_cwfullcov,mv_cwredcov,mv_cwfullcov_upper,mv_cwredcov_upper,mv_Mvol,mv_Mcov
6.0,0.4,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,3.5029532055567163e-19,0.126342330224289,0.17443697538779587,0.0,0.0,3.0,1.0,0.13195345282351906,1.0,1.2267993644923176e-27,0.07284699538321458,0.7455754306191353,0.0,1.0,6.0,3.0,6.0,3.0,1.026909759060576,1.0
6.0,0.45,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,2.7678999169660085e-18,0.13770627096950605,0.19012681938990303,0.0,0.0,3.0,1.0,0.14382208953736836,1.0,1.550470286057002e-27,0.07356118609155607,0.7528850395071167,0.0,1.0,6.0,3.0,6.0,3.0,1.0369775649373745,1.0
6.0,0.5,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,1.3225349328381501e-17,0.14697926907924672,0.20292976310772395,0.0,0.0,5.0,2.0,0.15350692055508067,1.0,1.9963709686079712e-27,0.07434004130317402,0.7608564775429238,0.0,1.0,6.0,3.0,6.0,3.0,1.0479569335921595,1.0
6.0,0.55,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,7.183351329088002e-17,0.15771672420340588,0.21775463765211028,0.0,0.0,5.0,2.0,0.16472124813361383,1.0,3.441893941386334e-27,0.07604651353562202,0.7783219030262124,0.0,1.0,6.0,3.0,6.0,3.0,1.0720127368527905,1.0
6.0,0.6,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,5.8240590181499464e-15,0.1894153593657184,0.2615199697606675,0.0,0.0,5.0,2.0,0.1978276848443721,1.0,4.5297576668303006e-27,0.07692175834772871,0.7872798706712852,0.0,1.0,6.0,3.0,6.0,3.0,1.0843508907380852,1.0
6.0,0.65,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,8.257727756760912e-14,0.21154364118411279,0.2920718089113072,0.0,0.0,5.0,2.0,0.22093872914603635,1.0,7.06334047676855e-27,0.07835887076118626,0.8019884485731628,1.0,1.0,6.0,3.0,6.0,3.0,1.1046095816351258,1.0
6.0,0.7,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,3.6134705936506135e-13,0.2249629372850747,0.3105994189334551,0.0,0.0,5.0,2.0,0.2349540037720437,1.0,1.03966435787451e-26,0.07963120622233522,0.8150105650564556,1.0,1.0,6.0,3.0,6.0,3.0,1.1225454442603366,1.0
6.0,0.75,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,2.2428028223420725e-12,0.24274320452895728,0.3351480878879026,0.0,0.0,5.0,2.0,0.25352392923400235,1.0,1.870789180587416e-26,0.08160443862975127,0.8352062312487482,1.0,1.0,6.0,3.0,6.0,3.0,1.1503617132143342,1.0
6.0,0.8,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,6.589868407603233e-11,0.27945849524426397,0.3858397622577843,0.0,0.0,5.0,2.0,0.2918698214832861,1.0,2.9676670180471767e-26,0.08318851623915823,0.8514189705601606,1.0,1.0,6.0,3.0,6.0,3.0,1.1726921435588118,1.0
6.0,0.85,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,7.019251628848553e-10,0.30840842666237483,0.4258100435189776,0.0,0.0,5.0,2.0,0.3221054788662256,1.0,5.983600829073399e-26,0.08565502675030474,0.8766632462753183,1.0,1.0,6.0,3.0,6.0,3.0,1.2074620568736651,1.0
6.0,0.9,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,6.686259637844348e-8,0.37288944195291307,0.514837001128893,0.0,0.0,5.0,2.0,0.38945022859537787,1.0,1.324601365267403e-25,0.08853866365756202,0.9061767329684559,1.0,1.0,6.0,3.0,6.0,3.0,1.2481121189122162,1.0
6.0,0.95,0.00037639341207507115,0.07241697472605546,0.07141566797022869,-0.00015421426470519807,-0.00011191464123501501,0.26305884841844485,0.0477362431175109,1.7099929863499893e-5,0.4697919264922772,0.648627285672495,0.0,0.0,5.0,2.0,0.4906563516694683,1.0,2.884876268664053e-25,0.09145723045888676,0.9360477206219809,1.0,1.0,6.0,3.0,6.0,3.0,1.2892545807939202,1.0
7.0,0.4,-0.3298547211927729,0.041636986823503086,0.04162022301708046,3.284120259210125e-5,0.0006285464266616124,0.20570730851349084,-0.08220442505287062,8.753063276347442e-21,0.1044585334891373,0.14523732769023928,0.0,0.0,4.0,1.0,0.11086155116648035,0.0,4.2206453222403755e-29,0.06332419543051095,0.6129713673966222,0.0,0.0,6.0,3.0,6.0,3.0,0.8854173942910702,1.0
7.0,0.45,-0.3298547211927729,0.041636986823503086,0.04162022301708046,3.284120259210125e-5,0.0006285464266616124,0.20570730851349084,-0.08220442505287062,1.7507179641482604e-19,0.11834627587348459,0.16454660309532448,0.0,0.0,4.0,1.0,0.12560057354696705,0.0,7.039176128114003e-29,0.06468828505891937,0.6261756075625257,0.0,0.0,6.0,3.0,6.0,3.0,0.9044904938567848,1.0
7.0,0.5,-0.3298547211927729,0.041636986823503086,0.04162022301708046,3.284120259210125e-5,0.0006285464266616124,0.20570730851349084,-0.08220442505287062,1.0962698427649027e-17,0.14061030471007616,0.19550212146071735,0.0,0.0,4.0,1.0,0.1492293254506731,0.0,1.040595013354113e-28,0.065750486000639,0.6364575978708011,0.0,0.0,6.0,3.0,6.0,3.0,0.9193424976388617,1.0
7.0,0.55,-0.3298547211927729,0.041636986823503086,0.04162022301708046,3.284120259210125e-5,0.0006285464266616124,0.20570730851349084,-0.08220442505287062,1.5712323256206542e-16,0.15710762802938688,0.21843971279869753,0.0,0.0,4.0,1.0,0.16673788882203153,1.0,1.484133759538461e-28,0.06673038107276687,0.6459428762574257,0.0,0.0,6.0,3.0,6.0,3.0,0.9330436767149413,1.0
7.0,0.6,-0.3298547211927729,0.041636986823503086,0.04162022301708046,3.284120259210125e-5,0.0006285464266616124,0.20570730851349084,-0.08220442505287062,1.5720369425933851e-15,0.1729311393146824,0.2404404476069424,0.0,0.0,4.0,1.0,0.18353133735508598,1.0,1.9183728064975832e-28,0.0674477971550463,0.652887386392256,0.0,0.0,6.0,3.0,6.0,3.0,0.9430747978981766,1.0
