seed,alpha,VE,mv_energy_volume,mv_vfe_volume,mv_vfe_cov,mm_energy_volume,mm_vfe_volume,mm_vfe_cov,cb_energy_volume,cb_vfe_volume,cb_vfe_cov,cw_energy_volume,cw_vfe_volume,cw_vfe_cov
2.0,0.4,-0.050655095798065375,0.005874084773104312,0.22982929626725482,1.0,0.0029014515350671666,0.16152618754132114,1.0,0.008263291063626915,0.3019634811075732,1.0,0.00260080137470788,0.17449391460666236,1.0
2.0,0.45,-0.050655095798065375,0.0068708456100071424,0.24856522946867352,1.0,0.0033345547061195764,0.1731626429397093,1.0,0.009554681720167645,0.3265959313986266,1.0,0.0033362075132067153,0.1929563062648457,1.0
2.0,0.5,-0.050655095798065375,0.00794166306115574,0.2672335684935015,1.0,0.003609490405277976,0.18015993985849224,1.0,0.010296095898580214,0.3354242094706161,1.0,0.0039799815036667555,0.21152882219886887,1.0
2.0,0.55,-0.050655095798065375,0.009383145903641293,0.2904755061073019,1.0,0.004460526020755669,0.20027572886192052,1.0,0.01089115335542993,0.33997346729251887,1.0,0.004467853993230649,0.2220600352556628,1.0
2.0,0.6,-0.050655095798065375,0.010453042202453515,0.3065890461241928,1.0,0.005649098622191525,0.22538492295437118,1.0,0.012306994078931571,0.36693124723535464,1.0,0.00559973978153247,0.2548191075672092,1.0
2.0,0.65,-0.050655095798065375,0.011461776174279747,0.32104155034422666,1.0,0.006634731112585687,0.24425695894745342,1.0,0.013509708690915617,0.3801116786095747,1.0,0.006511789223167062,0.26819601185554304,1.0
2.0,0.7,-0.050655095798065375,0.012996186589849076,0.34185603512728163,1.0,0.0071819646457576755,0.25413057189480115,1.0,0.014538532140645157,0.391543511935625,1.0,0.008263291063626915,0.3019634811075732,1.0
2.0,0.75,-0.050655095798065375,0.014678449262599525,0.36330834236092385,1.0,0.009867082578697796,0.2978719879079138,1.0,0.01562905978253992,0.40250884245363,1.0,0.010296095898580214,0.3354242094706161,1.0
2.0,0.8,-0.050655095798065375,0.016591055030184192,0.3862533723539766,1.0,0.010536077020023068,0.30780434826451175,1.0,0.017540222694661593,0.423371353953802,1.0,0.012306994078931571,0.36693124723535464,1.0
2.0,0.85,-0.050655095798065375,0.019177710368488324,0.41527296628563515,1.0,0.012702113680706758,0.3379662087959218,1.0,0.02003384880998541,0.4502401888069583,1.0,0.014538532140645157,0.391543511935625,1.0
