seed,alpha,VE,mv_energy_volume,mv_vfe_volume,mv_vfe_cov,mm_energy_volume,mm_vfe_volume,mm_vfe_cov,cb_energy_volume,cb_vfe_volume,cb_vfe_cov,cw_energy_volume,cw_vfe_volume,cw_vfe_cov
2.0,0.4,-0.01207810543208332,0.0031102940725123243,0.2366476879962373,1.0,0.0005957877083673357,0.103573179636891,1.0,0.004253238191325252,0.27782510789742837,1.0,0.0008481014963470244,0.10693833566210259,1.0
2.0,0.45,-0.01207810543208332,0.0035410313759128022,0.252502932903401,1.0,0.0008195857491317054,0.12147830923254628,1.0,0.004834585943348455,0.29310161192732287,1.0,0.001217835780160888,0.12878136034841378,1.0
2.0,0.5,-0.01207810543208332,0.004506556666793787,0.28485507264178317,1.0,0.0008859423240802872,0.12630026574751396,1.0,0.005526377755947278,0.3060101675977554,1.0,0.0014252428493708418,0.1345923077344782,1.0
2.0,0.55,-0.01207810543208332,0.005378116739067301,0.31118356505293093,1.0,0.0011964661213743843,0.14677488284911588,1.0,0.006618066520997317,0.339123311105139,1.0,0.0016573144213072773,0.14156411749882014,1.0
2.0,0.6,-0.01207810543208332,0.005946351391889049,0.3272101932463601,1.0,0.0015118827710235286,0.1649911305753488,1.0,0.006862993772821238,0.34672879324754236,1.0,0.0021263081411741595,0.1673552925056996,1.0
2.0,0.65,-0.01207810543208332,0.006957961766693617,0.35395052309926633,1.0,0.0025889213787046355,0.21590414016008144,1.0,0.007839696023723332,0.3634438415762537,1.0,0.002740473827236697,0.19623113322486951,1.0
2.0,0.7,-0.01207810543208332,0.008495516562704124,0.3911077618434474,1.0,0.004071345452583791,0.27075127868326376,1.0,0.009955407192228694,0.4479706413671137,1.0,0.004253238191325252,0.27782510789742837,1.0
2.0,0.75,-0.01207810543208332,0.009724680150379786,0.41844578977793456,1.0,0.004348566868873166,0.279817334888194,1.0,0.010801289184773702,0.45015325013342433,1.0,0.005526377755947278,0.3060101675977554,1.0
2.0,0.8,-0.01207810543208332,0.010639702771833346,0.43768966045009655,1.0,0.005930684491704862,0.32677885727442685,1.0,0.012035368745799873,0.4575378964082975,1.0,0.006862993772821238,0.34672879324754236,1.0
2.0,0.85,-0.01207810543208332,0.012272818442852863,0.470082078391064,1.0,0.006914194839462012,0.3528355583229667,1.0,0.014924017302237145,0.5007905524562251,1.0,0.009955407192228694,0.4479706413671137,1.0
2.0,0.9,-0.01207810543208332,0.013854269837167395,0.4994515445593707,1.0,0.01015431013832193,0.42758922367381397,1.0,0.01728229674182808,0.5221780231433196,1.0,0.012035368745799873,0.4575378964082975,1.0
2.0,0.95,-0.01207810543208332,0.016003925102476637,0.5368028273647509,1.0,0.013166106504898606,0.4868892898756671,1.0,0.019508688231591513,0.5266615590521995,1.0,0.01728229674182808,0.5221780231433196,1.0
6.0,0.4,-0.13727157548608382,0.0011614287107628684,0.2022333181039944,0.0,0.00037551757998557456,0.11499304267677206,0.0,0.0016919490289437646,0.26858543906340276,0.0,0.000535174302120673,0.12921096810002458,0.0
6.0,0.45,-0.13727157548608382,0.0013002095905962248,0.21397503754714614,0.0,0.0005775842239065911,0.14261463340438177,0.0,0.0017751845746246987,0.27093240592839446,0.0,0.0006724226332693236,0.15198315141031504,0.0
6.0,0.5,-0.13727157548608382,0.0015100372410924061,0.23059519726358674,0.0,0.0006795226354088825,0.1546886298311479,0.0,0.0019196216809327091,0.2757899644178473,1.0,0.0008841071302482609,0.19108650892057694,0.0
6.0,0.55,-0.13727157548608382,0.001853857074533597,0.2555021464688273,0.0,0.0010074631245217246,0.1883523348385595,0.0,0.0019987441074399183,0.2806120827770382,1.0,0.0009673242251617939,0.19469537974644882,0.0
6.0,0.6,-0.13727157548608382,0.0020841089959759015,0.27090476424501364,0.0,0.0010247356803420639,0.189960086110112,0.0,0.0021075448011295566,0.2890905980963721,1.0,0.0011734700174793492,0.2192358808382286,0.0
6.0,0.65,-0.13727157548608382,0.002317008492415104,0.28564080048170126,1.0,0.001051570591176948,0.19243126934034835,0.0,0.0027948145969029174,0.3300041804864551,1.0,0.0014671221993291766,0.2620103416802312,0.0
6.0,0.7,-0.13727157548608382,0.002673748120284306,0.30684332120540164,1.0,0.0018277088625124158,0.25369384899497843,0.0,0.0033855790439968406,0.3683560644132053,1.0,0.0016919490289437646,0.26858543906340276,0.0
6.0,0.75,-0.13727157548608382,0.003269826096786678,0.33932726486491616,1.0,0.0020026924817440703,0.265560551812555,0.0,0.0036650970204711855,0.3715612837955828,1.0,0.0019196216809327091,0.2757899644178473,1.0
6.0,0.8,-0.13727157548608382,0.0038053113804485945,0.3660593705977686,1.0,0.0021312071627683235,0.2739487115852627,0.0,0.004467302361500722,0.3783872831853048,1.0,0.0021075448011295566,0.2890905980963721,1.0
