seed,alpha,VE,mv_energy_volume,mv_vfe_volume,mv_vfe_cov,mm_energy_volume,mm_vfe_volume,mm_vfe_cov,cb_energy_volume,cb_vfe_volume,cb_vfe_cov,cw_energy_volume,cw_vfe_volume,cw_vfe_cov
4.0,0.75,-0.030602694794724883,0.008108753582307487,0.3238531037597727,1.0,0.004825727503090291,0.24983449946331307,1.0,0.00851510784910694,0.33840314698181484,1.0,0.0050262474797990175,0.2684348612885528,1.0
4.0,0.8,-0.030602694794724883,0.008884189175891215,0.3389845549638619,1.0,0.00524446569021413,0.2604483656407244,1.0,0.009671910070445548,0.37322058183435264,1.0,0.005826857392592146,0.2834022661140465,1.0
4.0,0.85,-0.030602694794724883,0.010767835877354038,0.37319449251568876,1.0,0.006868815501542524,0.2980656557380385,1.0,0.011236683629917308,0.39555160005520623,1.0,0.007587161264571174,0.3226381688477921,1.0
4.0,0.9,-0.030602694794724883,0.012664022088182547,0.4047220273495255,1.0,0.008263778911967619,0.3269342024875206,1.0,0.013788283655184778,0.4209142573612107,1.0,0.009671910070445548,0.37322058183435264,1.0
4.0,0.95,-0.030602694794724883,0.01675545241920127,0.46553152034088024,1.0,0.010467038563056247,0.3679450158005038,1.0,0.01943395852776687,0.4993816155750411,1.0,0.013788283655184778,0.4209142573612107,1.0
6.0,0.4,-0.19668915439622658,0.0011446526955013402,0.2043958830591357,0.0,0.0005357623287883609,0.13983676332059372,0.0,0.001482801583184795,0.2697048685481879,0.0,0.0004011552489418665,0.1442593699402596,0.0
6.0,0.45,-0.19668915439622658,0.00138180958547507,0.22457394950265427,0.0,0.0006227649291402757,0.15076389537124596,0.0,0.001618391283481868,0.2801529512494366,0.0,0.0005285390992780195,0.15531470638606085,0.0
6.0,0.5,-0.19668915439622658,0.0016916346677537137,0.24847835586954786,0.0,0.0006730168376004114,0.1567285952765885,0.0,0.0019117449209432697,0.30393827657948647,0.0,0.0006364060068483004,0.1618486556639324,0.0
6.0,0.55,-0.19668915439622658,0.0019879260818270903,0.26936141959078214,0.0,0.0007676757405592504,0.1673879477067684,0.0,0.002196936746616073,0.3140067569191341,0.0,0.0007531140965856703,0.17648477185012207,0.0
6.0,0.6,-0.19668915439622658,0.0023325713081219575,0.2917781329514245,0.0,0.001044512547084441,0.1952504785403849,0.0,0.002440023020407757,0.32508047303084797,0.0,0.0009248013368075015,0.20745441800740874,0.0
6.0,0.65,-0.19668915439622658,0.002699203097884074,0.3138723493908548,0.0,0.0011915939312510879,0.20854482514654235,0.0,0.0026908993525511325,0.3397607610960401,0.0,0.0012153481131231521,0.24660947830275573,0.0
6.0,0.7,-0.19668915439622658,0.002925659563519282,0.3267737567066516,0.0,0.0017872899154370559,0.2554069899394139,0.0,0.0029152788728311987,0.34378756579834835,0.0,0.001482801583184795,0.2697048685481879,0.0
6.0,0.75,-0.19668915439622658,0.0034432065145544874,0.3545004673006727,0.0,0.001978686702269481,0.26873472856175457,0.0,0.0032847681732237188,0.36168330654680336,0.0,0.0019117449209432697,0.30393827657948647,0.0
6.0,0.8,-0.19668915439622658,0.0038239263031291477,0.3735855185894109,0.0,0.0026646713596867946,0.31185815368446385,0.0,0.0036098743635743086,0.3832948697421185,0.0,0.002440023020407757,0.32508047303084797,0.0
6.0,0.85,-0.19668915439622658,0.004220828290559609,0.39249499104769403,0.0,0.003023148911651998,0.33217354872668403,0.0,0.003953575961975578,0.3894503032373069,0.0,0.0029152788728311987,0.34378756579834835,0.0
6.0,0.9,-0.19668915439622658,0.005042138239064177,0.4289855371149789,1.0,0.003439697246867708,0.35431977030101786,0.0,0.004986149990386924,0.4323160548242653,1.0,0.0036098743635743086,0.3832948697421185,0.0
6.0,0.95,-0.19668915439622658,0.005770041429535866,0.4589070631313868,1.0,0.0039253654468975,0.3785082274344041,0.0,0.006263270913424965,0.45333796938879606,1.0,0.004986149990386924,0.4323160548242653,1.0
